name,ratings,date,helpful,comment,developer_comment
BI MI,Rated 5 stars out of five stars,19-Dec-20,11,Nothing to report so I guess that is good. When I go to check see what exposure checks it shows number of keys so for us geeks a detailed explanation of how it works would be nice.,
Holly a Vautrin,Rated 5 stars out of five stars,26-Nov-20,4,I just downloaded this out very interesting. which is app does it will tell you if you've been in contact with somebody with covid-19 through a certain type of code they won't identify you but they will let you know they won't Mark you but they'll let you know period why is it that our system can't just test everybody and eliminate all this in between nonsense. You're wasting your time people are not going to be truthful. And touch base with the health department. I found you very interesting,
Marc Klein,Rated 5 stars out of five stars,3-Oct-20,18,This works similar to the Citizen app. The only difference is that this one shows the charts and graphs. My only concern is that many won't download this because of privacy issues or because they just don't understand.,
Sarah TJ,Rated 5 stars out of five stars,2-Oct-20,62,"To those with chronic illnesses or a symptom or two like a headache: Covid doesn't respect the symptoms of other conditions and diseases. Its symptoms overlap a lot of them. Use common sense. Only note symptoms that are unusual or suddenly more severe. Or don't use that feature at all. You can still use the closeness sensing (or not) or you can just look at the NY data. And this app will not sell your personal info to Putin, send sexts to your boss, or eat your baby.",
boboli509,Rated 5 stars out of five stars,7-Oct-20,21,"A great tool to have during this pandemic. The more users participate, the more accurate the app is in alerting users. Great idea.",
Andreas Pitsillidis,Rated 5 stars out of five stars,1-Oct-20,614,"Do not listen to misleading, clueless reviews. The underlying technology for this was developed jointly by Google & Apple, and vetted by the computer security community in terms of both security & privacy. This app is built the right way, it's safe to use, and can potentially save lives.",
denisse roman,Rated 5 stars out of five stars,3-Jan-21,9,I think this is a good start to keep yourself save and others try it. It's free and you don't lose nothing by trying.,
Dan Maxwell,Rated 5 stars out of five stars,9-Nov-20,7,"The app seems fine. I think it would be good to add some stats about app installs, reports from users, etc. The NJ app has this. Also it has been poorly marketed by Cuomo et al. I'm not sure most NYers know it exists",
Larry Brisson,Rated 5 stars out of five stars,18-Apr-21,0,Fred flintstone and barbbie rubbles thing ya gay n injoy the stay we know we shore well..,
David Krych,Rated 5 stars out of five stars,1-Oct-20,53,"Quick install and setup, got the data front and center as well to monitor. Was waiting for ny to get the contact tracing app. It's been too long.",
Mike Smith,Rated 5 stars out of five stars,15-Jan-21,6,"Great app, espeally for me, my favorite color is purple!",
Joe R,Rated 5 stars out of five stars,3-Nov-20,2,"Great app, I just wish it would get some background medical info on you so if you do have a symptom, it doesn't automatically say you might have Covid.",
Elliott Burford,Rated 5 stars out of five stars,20-Oct-20,10,"This is the easiest way to save lives! It's completely private, the data stays on your phone, no location info is used and all that good stuff. Tell your friends, family, coworkers, local businesses to add their phone — the more people participate, the more effective it will be.",
JP Freeley,Rated 5 stars out of five stars,15-Nov-20,10,The tech is solid. The protocol is solid. The privacy and security is hardened. Now we just need adoption. Install and share. Now's the time.,
Bonnie S,Rated 5 stars out of five stars,4-Oct-20,42,"I have a problem. When I go to Exposure Check, it has my email address. When I type in a password, it says Try Again. I just downloaded the app today. How did it it get my email address (More like 1 of 4 email addresses. ). How do I tell them that I forgot my password (Again, I just downloaded the app today just about 30 minutes to an hour ago. And how did it get 1 of my 4 email addresses.?)? What password? Update: I figured it out the password. It looks like a very useful app.,",
Nabeel J.,Rated 5 stars out of five stars,3-Oct-20,15,"Simple and easy to set up app. Though, it's probably the only app I use that I don't actually want to get a notification from!",
Hanson Cofie,Rated 5 stars out of five stars,8-Oct-20,7,"I like it, although I didn't get any COVID alerts, pretty sure that means people aren't downloading the app. Maybe advertise it more. But, a good app nonetheless.",
John Williamson,Rated 5 stars out of five stars,13-Oct-20,12,"Excellent, and very easy to set up and use. It's an essential for New Yorkers when some without masks get within six feet. 👍",
Mark Campos,Rated 5 stars out of five stars,3-Oct-20,16,"Easy, secure, and effective way for me to get notified immediately if I were to have been exposed to someone with covid. Thank you!",
Michael Bowman,Rated 5 stars out of five stars,18-Oct-20,7,"🚨🚨As far as I'm concerned everyone is going to get sick at some point. Heck even if vaccine gets you sick, it just lessens the symptoms!!!🎯 Overall I just like having the ability to tell people I've never been exposed!!! Well at least as far as my interactions are concerned, I haven't been notified that I've been you're an exposure yet!! 😅 Praise be to God and thank everybody for all their hard work in developing this App!!!💯💯💯🏋️🏋️🔥🔥™️©️",
Slash blue,Rated 5 stars out of five stars,3-Oct-20,9,"This app is to log your symptoms daily. Record people standing close to you for 10 min. Or longer. If you test Covid Positive, they'll contact the people who were close to you and viceversa.",
Jared Garfinkel,Rated 5 stars out of five stars,6-Oct-20,9,"Very intuitive, easy to turn on and forget about. The more downloads the more effective it will be.",
Michael Peaden,Rated 5 stars out of five stars,27-May-21,0,"I never had real 💯 issues with application, bit by bit",
Robert Potter,Rated 5 stars out of five stars,11-Oct-20,7,"I decided to install the app after reading the privacy safeguards. We're in a pandemic and to me, the potential benefits of the app outweigh my minor concerns that conceivably someone could learn my location.",
Sid,Rated 5 stars out of five stars,3-Oct-20,16,The claim that this leaves your phone vulnerable to hacks is unfounded. App also can't track your location as it doesn't even request permission for location tracking.,
Ian Merr,Rated 5 stars out of five stars,8-Dec-20,0,Works as advertised. Highly recommend. You never know when this could save the lives of your friends and family. Every infection prevented can save lives.,
Charles Turner,Rated 5 stars out of five stars,4-Oct-20,6,This app is the best app! The notifications alerts are well done. Very quick and easy to use.,
Elliot Marino,Rated 5 stars out of five stars,16-Oct-20,4,"Wish we had this months ago but better late than never I guess. App is easy to use, has a clean appearance, and is such a great tool!",
Camilo Gómez,Rated 5 stars out of five stars,1-Oct-20,72,Super easy to setup. I haven't noticed any negative effect on battery life.,
Andrew,Rated 5 stars out of five stars,2-Oct-20,18,"Yes, technology can solve problems. It is decentralized, you control the data. App is well built from what I've seen so far.",
Jaclyn Skidmore,Rated 5 stars out of five stars,2-Oct-20,17,Very easy to use and minimal interruptions. I like that the stats are available each day. Thanks NY for keeping us safe!,
James Nicholson,Rated 5 stars out of five stars,4-Oct-20,8,"No noticable battery cost, fantastic stat breakdowns and it does tracking. Good job team.",
Travis Navarro,Rated 5 stars out of five stars,5-Oct-20,1,"Simple intuitive to use, easy to install",
Peter Withheld,Rated 5 stars out of five stars,4-Oct-20,29,Easy to use and respectful of my privacy. I'm glad this exists- ignore the bogus reviews posted by wannabe programmers.,
daniel greff,Rated 5 stars out of five stars,1-Oct-20,23,"Finally, we get to try the Exposure API! Super excited for this. UI is very clean.",
Rudy Toth,Rated 5 stars out of five stars,7-Oct-20,5,This is a very good and simple app to use and keep an accurate readings of these times. It is recommended. 👍🏻😊👍🏻☀️🏆,
carol wallace,Rated 5 stars out of five stars,20-Mar-21,0,information and alert,
Frederick Cole Caulfield III,Rated 5 stars out of five stars,4-Mar-21,1,The app works great. More should use it,
D D,Rated 5 stars out of five stars,30-Oct-20,3,I like that it allows you to be notified and track any symptoms you might have,
Wanda Waters,Rated 5 stars out of five stars,19-Oct-20,0,Happy to see the update on the status of the order of this news app Glad I can get it to my phone thanks again for all your work on this important matter to many people are going to thanks you,
Luke Evans,Rated 5 stars out of five stars,1-Oct-20,48,"Seems really easy to use so far. Nicely done NYS in taking yet another step to keep us safe, and also making it user friendly.",
Richard Stephens,Rated 5 stars out of five stars,11-Nov-20,6,No noticable battery drain or any adverse effects on my phone.,
Kevin Daccache,Rated 5 stars out of five stars,2-Oct-20,11,Gameplay is poor and the port to mobile failed. All jokes aside download this app and it could save lives,
Edith Scheie,Rated 5 stars out of five stars,16-Dec-20,0,"Great for following the COVID19 infection rate in my area, tracking my wellness or potential symptoms every day and for information relevant to COVID19.",
Kristen Maynor,Rated 5 stars out of five stars,1-Oct-20,18,This app is entirely secure and very easy to use/navigate.,
Jane Lok,Rated 5 stars out of five stars,5-Oct-20,1,"Seems ok. Simple clean inteface, doesny get all up in your business. DownLoad!",
Jakob Grossman,Rated 5 stars out of five stars,1-Oct-20,13,Great app. Simple and explains everything well.,
Lars Nilsson,Rated 5 stars out of five stars,4-Oct-20,3,Does what it is supposed to. Takes just a moment to check in with a health update if desired.,
David Kostyk,Rated 5 stars out of five stars,26-May-21,1,Science is real. Respect it.,
Michael Wyckoff,Rated 5 stars out of five stars,16-Mar-21,0,Very good app.,
Deborah Stamm,Rated 5 stars out of five stars,3-Mar-21,0,"Great app , glad they made it",
corey beres,Rated 5 stars out of five stars,1-Mar-21,0,"I have no clue if this does anything, but I feel safer with it on.",
JZ,Rated 5 stars out of five stars,4-Oct-20,2,Quick download; clear display and instructions.,
Greg Mosure,Rated 5 stars out of five stars,23-Oct-20,1,Solid app and includes relevant public health information. Nice job DOH.,
Heather Hiegl,Rated 5 stars out of five stars,1-Oct-20,19,"Easy to set up, Covid NY and county info available in the app.",
Michele Garofano,Rated 5 stars out of five stars,21-Oct-20,1,I just saw a red symbol on my phone(top screen) does this mean it's just a alert that someone tested positive or I was exposed. I never saw this before. Meanwhile im home relaxing in bec,
Monica Perez,Rated 5 stars out of five stars,8-Oct-20,1,Am very impressed how intuitive the app is and very easy it is to use!,
Dothea w Gray,Rated 5 stars out of five stars,16-Mar-21,1,Did a great job,
matt tuffarelli,Rated 5 stars out of five stars,24-Apr-21,0,"Very helpful, in letting me know who to avoid!!!!! (Covid-19) just trying to survive!! #26",
Carlos A Smith,Rated 5 stars out of five stars,17-Oct-20,2,"Save & Protect. -- A good app to have, thank you.",
Lillian Priante,Rated 5 stars out of five stars,3-Oct-20,3,Good Would love to have the numbers in the specific zip codes. Hopefully with the update can be added.,
Mauern Ashford,Rated 5 stars out of five stars,6-Nov-20,3,"Lifesaving app all Rochester, NY residents that are capable should download and have for their mobile cellphones!",
Nasif Quadir,Rated 5 stars out of five stars,13-Oct-20,1,"It's a brilliant idea, and I love the anonymity. It goes a long way to making me feel safer. To the devs and the thinkers who came up with this, I sincerely thank you.",
Aharon Grama,Rated 5 stars out of five stars,1-Oct-20,26,First here :) Finally NY made an app. Was waiting for this for a while. I like the COVID data tab and the UI seems bareble.,
Cathleen Scott,Rated 5 stars out of five stars,2-Oct-20,9,Great App easy to use I am a COVID19 Contact Tracer I think this is awesome! Symptom Checker thanks NY,
mare H,Rated 5 stars out of five stars,26-Oct-20,1,I wish we could give more then a five star review. Deep in my heart I give it a beyond 10+ star review. To NYSDOH and employee's and very one who has download the COVID Alert apps. Stay safe and health 4ever ❤️,
Jimmy Porkchop,Rated 5 stars out of five stars,3-Oct-20,3,"I definitly need this because of my age and health problems that I currently have. Even though i'm on daily med's, I'm still a high risk with Covid-19.",
SGT. Mad,Rated 5 stars out of five stars,3-Oct-20,2,It's crazy how zero kids have died and people that wear face masks still get corna. Never mind the fact that only people with a weak immune system are the most at-risk and most cases are mildly and can be cured from home with a 87% survival rate,
Michael Gillman,Rated 5 stars out of five stars,3-Oct-20,4,Works very well. Nice and secure too.,
corrine Santiago,Rated 5 stars out of five stars,9-Mar-21,0,i cant get my exposure alerts,
Dafkl Hedjg,Rated 5 stars out of five stars,12-Oct-20,5,BEST APP EVER! It's free and it is usually correct!😃,
Patrick Dizon,Rated 5 stars out of five stars,1-Oct-20,26,"Installs easily! Impressive user interface. Most importantly, a great way to keep NY safe! Share this app with everyone you know in NY!",
Joe F,Rated 5 stars out of five stars,2-Oct-20,5,"Works well, useful stats, works with the Google apple api",
Jordan Milev,Rated 5 stars out of five stars,1-Oct-20,15,"Setup is easy, just install, open and go. 30 seconds total. Stay safe! We'll get through this together, New York! And to all essential workers, a big THANK YOU!",
Rebecca Falzone,Rated 5 stars out of five stars,5-Oct-20,4,I find it very helpful and useful plus it's a good idea that this was in the app I recommend people to use it,
Çınar,Rated 5 stars out of five stars,25-Oct-20,5,Simple and no impact on battery life. Everyone in NY should install it.,
Sylvester Bleau,Rated 5 stars out of five stars,6-Feb-21,0,That is the best thing that ever happen on that website with COVID Alert intrustment and was invented whoever thanks for their macnificent technologies to the worldwilde people to remain safe.,
Jeffrey Poulin,Rated 5 stars out of five stars,4-Dec-20,0,Easy! Just install and forget. Helps saves lives!,
James Sicilia,Rated 5 stars out of five stars,3-Oct-20,4,"Makes complete sense . And I like it Even more that they gave me a choice , other countries doing this given the people no choice , that's part of what makes america what it is , don't matter who you support , I don't trust government much , but I love my country and it's people , all people matter and we all need each other and this app is the smart choice . Be new york smart , down load this app. Download this map makes you new york tough.... Jssfmastic",
Scott H,Rated 5 stars out of five stars,7-Oct-20,2,Keeps all your information private while helping you stay safe.,
Sudip Mallick,Rated 5 stars out of five stars,16-May-21,0,Did the app works in other regions too?,
Paul Cienniwa,Rated 5 stars out of five stars,4-Oct-20,7,I love that it dispenses hand sanitizer when you press long on the home button.,
d,Rated 5 stars out of five stars,3-Oct-20,2,simple and easy to use,
Andy Sanz,Rated 5 stars out of five stars,14-Dec-20,1,Excellent app. I love it!,
Calvin Gordon,Rated 5 stars out of five stars,9-Oct-20,1,I like it. It keeps info private.,
claud mair,Rated 5 stars out of five stars,3-Oct-20,3,Easy to download. Explanations are clear,
Frank Wojtczak,Rated 5 stars out of five stars,3-Oct-20,3,"This is just the thing we need in order to make sure that we do not let the coronavirus get away from us. And please, whenever you leave your home, wear a mask.",
Ryan Gates,Rated 5 stars out of five stars,1-Oct-20,26,Super easy. Sent links to my family. Thank you New York for taking this seriously,
Ena Davis,Rated 5 stars out of five stars,11-Oct-20,0,Just downloaded for covid alerts. I have no comments at this time.,
Monir Hosen207,Rated 5 stars out of five stars,2-Mar-21,0,I love this app check know everyone..,
Andrea Stoeckel,Rated 5 stars out of five stars,14-Dec-20,0,"Nice, easy and important",
______,Rated 5 stars out of five stars,4-Oct-20,1,This is going to be really useful during the pandemic thank you for this app.,
Dennis Bush,Rated 5 stars out of five stars,4-Oct-20,2,"Any weapon we can use in this war we should cary at all times, any armor we can wear should be warn at all times. Everyone is on the Front Lines in this War!!!",
Luke Rafla-Yuan,Rated 5 stars out of five stars,1-Oct-20,14,I own a business. Things like this app are going to be what helps get businesses back to normal sooner,
David Dudovitz,Rated 5 stars out of five stars,28-Dec-20,0,Great resource for dealing with COVID,
Joshua Peterson,Rated 5 stars out of five stars,3-Oct-20,5,Seems to work for me...we gotta all do our part to help stop covid,
Chamal Rathnayake,Rated 5 stars out of five stars,2-Oct-20,11,All the New Yorkers should download this app to keep our communities safe. This app doesn't require you to share your location and uses an API that Google and Apple made for contact tracing using bluetooth without revealing your identity. Please download it New Yorkers!,
Kathy Hedges,Rated 5 stars out of five stars,11-Oct-20,1,"Definitely need to be aware..great app,n smart thinking.",
Steven Horrocks,Rated 5 stars out of five stars,23-Apr-21,0,Pending I will let ya know,
Alterra Jackson,Rated 5 stars out of five stars,17-Apr-21,0,This app is very helpful for me,
Valerie Bell,Rated 5 stars out of five stars,2-Oct-20,7,An inspired solution from Apple and Google for this aspect of the pandemic. Thank you Gov. Cuomo!,
Joshua Fugate,Rated 5 stars out of five stars,11-Oct-20,0,Works well. Simple. Effective.,
Jon Meschino,Rated 5 stars out of five stars,3-Oct-20,4,Great idea. Hopefully everyone uses it so it can become more useful.,
Jefferson Orellana,Rated 5 stars out of five stars,1-Oct-20,31,It's pretty cool that NYS has their own app on COVID exposure! Let's see how this app works later on.,
Gerard Conforti,Rated 5 stars out of five stars,3-Mar-21,0,Surrounded with covid patients.never got covid...,
mr Boston,Rated 5 stars out of five stars,3-May-21,0,HELPED ME OUT GOOD THANKS,
Jamal Jackson,Rated 5 stars out of five stars,6-Nov-20,0,Meets my needs and beyond so i very pleased with this app,
Vanessa Roberts,Rated 5 stars out of five stars,1-Oct-20,18,I think it's an great app to have hope I never have to use it. But thanks New York,
jacqueline palya,Rated 5 stars out of five stars,11-Dec-20,1,Keeps me informed up too date pn important facts.Thank you.,
Gloria Dorsey,Rated 5 stars out of five stars,18-Oct-20,0,I find it to be very helpful.,
John D,Rated 5 stars out of five stars,3-Dec-20,0,Surprisingly energy efficient.,
Just some Phone with internet access,Rated 5 stars out of five stars,13-Nov-20,0,"I haven't been notified or anything yet, which is good I guess.",
ed jon,Rated 5 stars out of five stars,7-Oct-20,1,Great now I can stab someone to death if this things tells me they have covid! Woohoo! 😡🔪🤯,
Nick Cipriani,Rated 5 stars out of five stars,1-Oct-20,28,I'm excited to try out Google's exposure API.,
Nick,Rated 5 stars out of five stars,4-Oct-20,4,I'm so glad that New York state has finally approved an app for tracking this virus.,
Erik Cominolli,Rated 5 stars out of five stars,16-Oct-20,1,This app is amazing and keeps me informed,
Taharqa Ramses,Rated 5 stars out of five stars,5-Dec-20,0,"Hoping it keeps me and others safe, use it!!!",
Gerrard Gatling,Rated 5 stars out of five stars,7-Oct-20,1,Excellent Health INFORMATION APP.,
danielle lindsay,Rated 5 stars out of five stars,4-Oct-20,1,Very interesting gonna give it a try def think others to try to why not,
Jose M,Rated 5 stars out of five stars,24-Oct-20,0,Works as advertised! ...👍🏽👍🏽,
Ricardo Galdamez,Rated 5 stars out of five stars,18-Nov-20,0,Exellent information goes to the point,
Betty Lewen,Rated 5 stars out of five stars,3-Mar-21,0,Very useful thank you,
Leonard Smith,Rated 5 stars out of five stars,21-Oct-20,0,Some kind of wonderful!,
naimah king,Rated 5 stars out of five stars,28-Mar-21,0,Just installed the app let's see how it goes,
Lori Coffaro,Rated 5 stars out of five stars,12-Mar-21,0,The title of the app explains it all,
Christa Bailey-Shutt,Rated 5 stars out of five stars,24-Mar-21,0,HELP FROM UPSTAE NEW YORK I HA D. .. ....! R,
eddie hubbard,Rated 5 stars out of five stars,28-Jan-21,0,"I’ve helped 100s of ppl increase their pay checks by $100-$600 per pay period. That extra money helped them build an emergency fund, eliminate debt, start investments and more. My goal is to help 20,000+ more. Who’s Next⁉️",
Farhan Chaudhry,Rated 5 stars out of five stars,3-Oct-20,6,Download it to prove to yourself that you're a decent human being. Hope the 1 star reviewers' beloved President never makes it out of the hospital. Cuomo gifted me half his estate for this review 😂😂,
Mm Hh,Rated 5 stars out of five stars,3-Oct-20,7,This isn't an app. It's more of a CONTROL GRID,
Isabel Sierra Gomez de Leon,Rated 5 stars out of five stars,7-Dec-20,1,Brings me key data to understand the pandemic in my state.,
Kyle Taranto,Rated 5 stars out of five stars,25-Oct-20,2,I like the wearing a mask.,
Wisdom Lian,Rated 5 stars out of five stars,8-Dec-20,0,Good and perfect,
Julio J Martinez III,Rated 5 stars out of five stars,3-Apr-21,0,Thanks guys much 💘 💜,
steve baker,Rated 5 stars out of five stars,23-Jan-21,0,Great source of information,
Amber Williams,Rated 5 stars out of five stars,2-Oct-20,5,So far so good. No complaints.,
Carol Ann DaProcida,Rated 5 stars out of five stars,14-Oct-20,4,Download it and save lives.,
Asher Yellen,Rated 5 stars out of five stars,15-Nov-20,0,There is no reason why you shouldn't have this app. It's the least you could do,
"Holloman,repl,Kevin, James,III,",Rated 5 stars out of five stars,25-Jan-21,1,"Joshua,13""and spare my father, my mother, my brothers, my sister's, and all that they have l, and deliver our lives from death,"" thank, you,",
Lugenia Russellmaignan,Rated 5 stars out of five stars,12-Oct-20,2,Warnings about some things I didn't know now I do thank you,
Joseph Norton,Rated 5 stars out of five stars,14-Jan-21,0,Looks like a great app,
Alex B,Rated 5 stars out of five stars,18-Jan-21,0,I feel like the City of NY should mandate this to take the subway,
Jacob Robar,Rated 5 stars out of five stars,28-Nov-20,0,I love this app this is goku sama#0329 on discord,
Didn't attend map class Nude or at all,Rated 5 stars out of five stars,19-Jan-21,0,"Here's a little story I'd like to tell, then some high and mighty dick hit me with a SLAPP order and I can't even get my internet to work.",
The Banana Republic,Rated 5 stars out of five stars,12-Oct-20,2,"I'm doing this so Governor Andrew Cuomo doesn't chop my head off, but I think I'll be fine cuz I don't live in the Hamptons. Ew.",
Alxenia Brown Gay,Rated 5 stars out of five stars,7-Oct-20,11,Las Vegas•Got the numbers for today & LeBron & the Team played great & are up (3-1) over Miami 🔥10/7/20. 5:03/8:03pm•alxenia in Las Vegas 🤸,
Barbara balzano,Rated 5 stars out of five stars,25-Dec-20,0,This is a good àpp,
Kathleen White-haak,Rated 5 stars out of five stars,17-Oct-20,2,The State of New York is doing an excellent job,
Cesar Estrella,Rated 5 stars out of five stars,4-Mar-21,0,Very good everithing,
Clement Green,Rated 5 stars out of five stars,24-Apr-21,0,It give me good information about covid19,
BlueJaykilla619,Rated 5 stars out of five stars,3-Jan-21,0,The Macarona y quesso detector is stronk,
Cynthia Perez,Rated 5 stars out of five stars,1-Oct-20,18,Thanks for keep it transparent,
Cosmo Martino,Rated 5 stars out of five stars,4-Oct-20,1,"Nothing at all, thanks God",
Amanda Montgomery,Rated 5 stars out of five stars,22-Apr-21,0,Definitley lets me feel more safe,
JOSEPH MORMANDO,Rated 5 stars out of five stars,28-Nov-20,0,IF YOU WANT PEACE OF MIND INSTALL THIS APP ASAP !!!,
Hector Rosado,Rated 5 stars out of five stars,27-Oct-20,0,Very important app,
